County,Year,Age (<4YO),Gender (M),White,African,Asian,Hispanic,Other,Rate (per 10k),Rate predict
San Bernardino,2005,1,1,0,0,0,1,0,100.14,104.709811111
San Bernardino,2005,0,0,0,0,0,1,0,30.86,39.5674
San Bernardino,2005,0,1,0,0,0,1,0,53.37,68.0166666667
San Bernardino,2005,1,0,0,0,0,0,1,78.18,85.3598111111
San Bernardino,2005,1,1,0,0,0,0,1,158.98,180.703722222
San Bernardino,2005,0,0,0,0,0,0,1,150.45,96.3557777778
San Bernardino,2005,0,1,0,0,0,0,1,149.95,130.059055556
San Bernardino,2005,1,0,1,0,0,0,0,96.62,75.5254
San Bernardino,2005,1,1,1,0,0,0,0,168.81,104.709811111
San Bernardino,2005,0,0,1,0,0,0,0,65.42,39.5674
San Bernardino,2005,0,1,1,0,0,0,0,84.28,68.0166666667
San Bernardino,2006,1,0,0,1,0,0,0,225.33,208.817388889
San Bernardino,2006,1,1,0,1,0,0,0,412.15,413.097666667
San Bernardino,2006,0,0,0,1,0,0,0,147.53,155.768377778
San Bernardino,2006,0,1,0,1,0,0,0,219.26,218.530322222
San Bernardino,2006,1,1,0,0,1,0,0,56.6,132.562888889
San Bernardino,2006,0,1,0,0,1,0,0,23.21,58.1202
San Bernardino,2006,1,0,0,0,0,1,0,53.57,73.5131666667
San Bernardino,2006,1,1,0,0,0,1,0,104.26,132.562888889
San Bernardino,2006,0,0,0,0,0,1,0,29.23,44.0611666667
San Bernardino,2006,0,1,0,0,0,1,0,51.52,58.1202
San Bernardino,2006,1,0,0,0,0,0,1,120.89,115.704488889
San Bernardino,2006,1,1,0,0,0,0,1,176.17,262.070166667
San Bernardino,2006,0,0,0,0,0,0,1,118.47,133.873744444
San Bernardino,2006,0,1,0,0,0,0,1,114.78,153.172222222
San Bernardino,2006,1,0,1,0,0,0,0,82.3,73.5131666667
San Bernardino,2006,1,1,1,0,0,0,0,166.96,132.562888889
San Bernardino,2006,0,0,1,0,0,0,0,56.48,44.0611666667
San Bernardino,2006,0,1,1,0,0,0,0,71.0,58.1202
San Bernardino,2007,1,0,0,1,0,0,0,241.21,226.602833333
San Bernardino,2007,1,1,0,1,0,0,0,441.11,504.868877778
San Bernardino,2007,0,0,0,1,0,0,0,135.69,185.787177778
San Bernardino,2007,0,1,0,1,0,0,0,227.11,252.853877778
San Bernardino,2007,1,1,0,0,1,0,0,47.97,98.2223777778
San Bernardino,2007,0,1,0,0,1,0,0,13.61,40.4173333333
San Bernardino,2007,1,0,0,0,0,1,0,50.09,72.7017444444
San Bernardino,2007,1,1,0,0,0,1,0,108.62,98.2223777778
San Bernardino,2007,0,0,0,0,0,1,0,33.27,39.4234
San Bernardino,2007,0,1,0,0,0,1,0,57.05,40.4173333333
San Bernardino,2007,1,0,0,0,0,0,1,81.77,114.040477778
San Bernardino,2007,1,1,0,0,0,0,1,174.87,210.537744444
San Bernardino,2007,0,0,0,0,0,0,1,68.23,92.6981666667
San Bernardino,2007,0,1,0,0,0,0,1,96.97,101.348007937
San Bernardino,2007,1,0,1,0,0,0,0,94.02,72.7017444444
San Bernardino,2007,1,1,1,0,0,0,0,145.75,98.2223777778
San Bernardino,2007,0,0,1,0,0,0,0,42.47,39.4234
San Bernardino,2007,0,1,1,0,0,0,0,72.69,40.4173333333
San Bernardino,2008,1,0,0,1,0,0,0,220.34,255.295
San Bernardino,2008,1,1,0,1,0,0,0,475.97,516.6191
San Bernardino,2008,0,0,0,1,0,0,0,144.6,185.687288889
San Bernardino,2008,0,1,0,1,0,0,0,229.44,270.786355556
San Bernardino,2008,0,1,0,0,1,0,0,21.74,53.5208888889
San Bernardino,2008,1,0,0,0,0,1,0,48.32,67.7969111111
San Bernardino,2008,1,1,0,0,0,1,0,112.16,130.004788889
San Bernardino,2008,0,0,0,0,0,1,0,34.71,42.5023111111
San Bernardino,2008,0,1,0,0,0,1,0,62.05,53.5208888889
San Bernardino,2008,1,0,0,0,0,0,1,86.57,94.1968
San Bernardino,2008,1,1,0,0,0,0,1,134.69,154.980633333
San Bernardino,2008,0,0,0,0,0,0,1,59.24,75.5139444444
San Bernardino,2008,0,1,0,0,0,0,1,96.12,94.4663333333
San Bernardino,2008,1,0,1,0,0,0,0,91.38,67.7969111111
San Bernardino,2008,1,1,1,0,0,0,0,167.01,130.004788889
San Bernardino,2008,0,0,1,0,0,0,0,47.94,42.5023111111
San Bernardino,2008,0,1,1,0,0,0,0,78.12,53.5208888889
San Bernardino,2009,1,0,0,1,0,0,0,252.33,242.010911111
San Bernardino,2009,1,1,0,1,0,0,0,546.4,522.288844444
San Bernardino,2009,0,0,0,1,0,0,0,191.63,191.036644444
San Bernardino,2009,0,1,0,1,0,0,0,299.87,293.773577778
San Bernardino,2009,1,1,0,0,1,0,0,66.87,165.0608
San Bernardino,2009,0,0,0,0,1,0,0,16.08,47.930747619
San Bernardino,2009,0,1,0,0,1,0,0,18.42,72.6064444444
San Bernardino,2009,1,0,0,0,0,1,0,64.12,75.3815333333
San Bernardino,2009,1,1,0,0,0,1,0,141.28,165.0608
San Bernardino,2009,0,0,0,0,0,1,0,45.59,47.930747619
San Bernardino,2009,0,1,0,0,0,1,0,82.11,72.6064444444
San Bernardino,2009,1,0,0,0,0,0,1,59.57,95.5322777778
San Bernardino,2009,1,1,0,0,0,0,1,172.3,174.892522222
San Bernardino,2009,0,0,0,0,0,0,1,71.01,87.7426666667
San Bernardino,2009,0,1,0,0,0,0,1,96.56,99.6033333333
San Bernardino,2009,1,0,1,0,0,0,0,85.54,75.3815333333
San Bernardino,2009,1,1,1,0,0,0,0,195.54,165.0608
San Bernardino,2009,0,0,1,0,0,0,0,73.16,47.930747619
San Bernardino,2009,0,1,1,0,0,0,0,95.22,72.6064444444
San Bernardino,2010,1,0,0,1,0,0,0,255.46,252.771844444
San Bernardino,2010,1,1,0,1,0,0,0,503.01,541.160755556
San Bernardino,2010,0,0,0,1,0,0,0,195.93,198.118444444
San Bernardino,2010,0,1,0,1,0,0,0,308.47,310.241666667
San Bernardino,2010,1,1,0,0,1,0,0,89.71,142.936666667
San Bernardino,2010,0,1,0,0,1,0,0,26.71,64.0741111111
San Bernardino,2010,1,0,0,0,0,1,0,64.06,82.175452381
San Bernardino,2010,1,1,0,0,0,1,0,132.83,142.936666667
San Bernardino,2010,0,0,0,0,0,1,0,41.09,52.2238793651
San Bernardino,2010,0,1,0,0,0,1,0,74.23,64.0741111111
San Bernardino,2010,1,0,0,0,0,0,1,104.24,105.157244444
San Bernardino,2010,1,1,0,0,0,0,1,267.47,235.732266667
San Bernardino,2010,0,0,0,0,0,0,1,74.94,91.4330444444
San Bernardino,2010,0,1,0,0,0,0,1,133.71,140.404063492
San Bernardino,2010,1,0,1,0,0,0,0,96.24,82.175452381
San Bernardino,2010,1,1,1,0,0,0,0,179.06,142.936666667
San Bernardino,2010,0,0,1,0,0,0,0,78.83,52.2238793651
San Bernardino,2010,0,1,1,0,0,0,0,96.69,64.0741111111
San Bernardino,2011,1,0,0,1,0,0,0,234.2,242.264788889
San Bernardino,2011,1,1,0,1,0,0,0,524.65,523.901744444
San Bernardino,2011,0,0,0,1,0,0,0,189.89,197.637333333
San Bernardino,2011,0,1,0,1,0,0,0,304.69,304.872111111
San Bernardino,2011,1,1,0,0,1,0,0,62.42,98.7461587302
San Bernardino,2011,0,0,0,0,1,0,0,12.05,59.3265333333
San Bernardino,2011,0,1,0,0,1,0,0,34.65,57.5651714286
San Bernardino,2011,1,0,0,0,0,1,0,60.66,72.2606666667
San Bernardino,2011,1,1,0,0,0,1,0,117.1,98.7461587302
San Bernardino,2011,0,0,0,0,0,1,0,37.06,59.3265333333
San Bernardino,2011,0,1,0,0,0,1,0,74.74,57.5651714286
San Bernardino,2011,1,0,0,0,0,0,1,106.7,105.718444444
San Bernardino,2011,1,1,0,0,0,0,1,213.66,212.959444444
San Bernardino,2011,0,0,0,0,0,0,1,83.53,93.6288888889
San Bernardino,2011,0,1,0,0,0,0,1,116.66,123.06984127
San Bernardino,2011,1,0,1,0,0,0,0,84.6,72.2606666667
San Bernardino,2011,1,1,1,0,0,0,0,157.52,98.7461587302
San Bernardino,2011,0,0,1,0,0,0,0,68.04,59.3265333333
San Bernardino,2011,0,1,1,0,0,0,0,97.31,57.5651714286
San Bernardino,2012,1,0,0,1,0,0,0,219.96,241.5078
San Bernardino,2012,1,1,0,1,0,0,0,613.01,559.106411111
San Bernardino,2012,0,0,0,1,0,0,0,204.1,193.8802
San Bernardino,2012,0,1,0,1,0,0,0,329.56,303.597644444
San Bernardino,2012,1,1,0,0,1,0,0,55.61,111.849444444
San Bernardino,2012,0,1,0,0,1,0,0,34.01,67.8078666667
San Bernardino,2012,1,0,0,0,0,1,0,59.94,70.7093666667
San Bernardino,2012,1,1,0,0,0,1,0,125.05,111.849444444
San Bernardino,2012,0,0,0,0,0,1,0,46.3,57.3529444444
San Bernardino,2012,0,1,0,0,0,1,0,80.84,67.8078666667
San Bernardino,2012,1,0,0,0,0,0,1,131.05,123.238444444
San Bernardino,2012,1,1,0,0,0,0,1,276.96,251.700755556
San Bernardino,2012,0,0,0,0,0,0,1,114.52,103.866555556
San Bernardino,2012,0,1,0,0,0,0,1,161.15,138.009730159
San Bernardino,2012,1,0,1,0,0,0,0,80.13,70.7093666667
San Bernardino,2012,1,1,1,0,0,0,0,144.23,111.849444444
San Bernardino,2012,0,0,1,0,0,0,0,71.07,57.3529444444
San Bernardino,2012,0,1,1,0,0,0,0,94.28,67.8078666667
San Bernardino,2013,1,0,0,1,0,0,0,253.04,251.6963
San Bernardino,2013,1,1,0,1,0,0,0,580.4,561.4317
San Bernardino,2013,0,0,0,1,0,0,0,188.26,190.853977778
San Bernardino,2013,0,1,0,1,0,0,0,306.01,299.558266667
San Bernardino,2013,1,1,0,0,1,0,0,46.33,122.305444444
San Bernardino,2013,0,1,0,0,1,0,0,41.23,72.1365222222
San Bernardino,2013,1,0,0,0,0,1,0,52.89,62.0725555556
San Bernardino,2013,1,1,0,0,0,1,0,119.65,122.305444444
San Bernardino,2013,0,0,0,0,0,1,0,48.58,50.804547619
San Bernardino,2013,0,1,0,0,0,1,0,81.68,72.1365222222
San Bernardino,2013,1,0,0,0,0,0,1,113.86,106.298355556
San Bernardino,2013,1,1,0,0,0,0,1,216.34,215.144611111
San Bernardino,2013,0,0,0,0,0,0,1,82.62,95.0379444444
San Bernardino,2013,0,1,0,0,0,0,1,163.16,139.825222222
San Bernardino,2013,1,0,1,0,0,0,0,64.54,62.0725555556
San Bernardino,2013,1,1,1,0,0,0,0,140.52,122.305444444
San Bernardino,2013,0,0,1,0,0,0,0,57.25,50.804547619
San Bernardino,2013,0,1,1,0,0,0,0,82.94,72.1365222222
San Bernardino,2014,1,0,0,1,0,0,0,244.66,247.691688889
San Bernardino,2014,1,1,0,1,0,0,0,478.31,511.064622222
San Bernardino,2014,0,0,0,1,0,0,0,208.88,197.301311111
San Bernardino,2014,0,1,0,1,0,0,0,307.05,285.917488889
San Bernardino,2014,1,1,0,0,1,0,0,44.61,66.5352063492
San Bernardino,2014,0,1,0,0,1,0,0,31.84,78.3865555556
San Bernardino,2014,1,0,0,0,0,1,0,49.05,61.3658412698
San Bernardino,2014,1,1,0,0,0,1,0,108.46,66.5352063492
San Bernardino,2014,0,0,0,0,0,1,0,49.16,49.8676111111
San Bernardino,2014,0,1,0,0,0,1,0,82.26,78.3865555556
San Bernardino,2014,1,0,0,0,0,0,1,119.52,116.849444444
San Bernardino,2014,1,1,0,0,0,0,1,212.97,244.186888889
San Bernardino,2014,0,0,0,0,0,0,1,108.44,113.357222222
San Bernardino,2014,0,1,0,0,0,0,1,169.71,152.899333333
San Bernardino,2014,1,0,1,0,0,0,0,66.91,61.3658412698
San Bernardino,2014,1,1,1,0,0,0,0,126.26,66.5352063492
San Bernardino,2014,0,0,1,0,0,0,0,58.2,49.8676111111
San Bernardino,2014,0,1,1,0,0,0,0,79.99,78.3865555556
San Diego,2005,1,0,0,1,0,0,0,164.73,185.769044444
San Diego,2005,1,1,0,1,0,0,0,336.52,345.0812
San Diego,2005,0,0,0,1,0,0,0,96.63,109.8035
San Diego,2005,0,1,0,1,0,0,0,156.82,161.122979365
San Diego,2005,1,0,0,0,1,0,0,34.63,52.7309722222
San Diego,2005,1,1,0,0,1,0,0,73.37,97.7232666667
San Diego,2005,0,0,0,0,1,0,0,16.27,25.6882428571
San Diego,2005,0,1,0,0,1,0,0,28.79,42.5736666667
San Diego,2005,1,0,0,0,0,1,0,76.22,52.7309722222
San Diego,2005,1,1,0,0,0,1,0,141.33,97.7232666667
San Diego,2005,0,0,0,0,0,1,0,38.49,25.6882428571
San Diego,2005,0,1,0,0,0,1,0,60.85,42.5736666667
San Diego,2005,1,0,0,0,0,0,1,115.77,118.4655
San Diego,2005,1,1,0,0,0,0,1,220.82,213.731222222
San Diego,2005,0,0,0,0,0,0,1,52.9,71.0641666667
San Diego,2005,0,1,0,0,0,0,1,92.93,100.332977778
San Diego,2005,1,0,1,0,0,0,0,45.29,52.7309722222
San Diego,2005,1,1,1,0,0,0,0,74.2,97.7232666667
San Diego,2005,0,0,1,0,0,0,0,28.94,25.6882428571
San Diego,2005,0,1,1,0,0,0,0,37.34,42.5736666667
San Diego,2006,1,0,0,1,0,0,0,230.7,208.931666667
San Diego,2006,1,1,0,1,0,0,0,328.17,372.213866667
San Diego,2006,0,0,0,1,0,0,0,121.58,117.915266667
San Diego,2006,0,1,0,1,0,0,0,193.96,187.912866667
San Diego,2006,1,0,0,0,1,0,0,43.65,52.3659777778
San Diego,2006,1,1,0,0,1,0,0,94.46,90.5151444444
San Diego,2006,0,0,0,0,1,0,0,17.84,31.9538888889
San Diego,2006,0,1,0,0,1,0,0,32.35,40.7002444444
San Diego,2006,1,0,0,0,0,1,0,67.13,52.3659777778
San Diego,2006,1,1,0,0,0,1,0,147.53,90.5151444444
San Diego,2006,0,0,0,0,0,1,0,36.67,31.9538888889
San Diego,2006,0,1,0,0,0,1,0,54.39,40.7002444444
San Diego,2006,1,0,0,0,0,0,1,107.8,110.943966667
San Diego,2006,1,1,0,0,0,0,1,203.59,217.333655556
San Diego,2006,0,0,0,0,0,0,1,38.78,38.5510111111
San Diego,2006,0,1,0,0,0,0,1,69.81,86.5726666667
San Diego,2006,1,0,1,0,0,0,0,41.11,52.3659777778
San Diego,2006,1,1,1,0,0,0,0,90.77,90.5151444444
San Diego,2006,0,0,1,0,0,0,0,27.24,31.9538888889
San Diego,2006,0,1,1,0,0,0,0,37.57,40.7002444444
San Diego,2007,1,0,0,1,0,0,0,222.32,200.423933333
San Diego,2007,1,1,0,1,0,0,0,363.6,389.080222222
San Diego,2007,0,0,0,1,0,0,0,104.31,118.586
San Diego,2007,0,1,0,1,0,0,0,162.94,166.555533333
San Diego,2007,1,0,0,0,1,0,0,55.61,68.1366333333
San Diego,2007,1,1,0,0,1,0,0,126.68,121.605777778
San Diego,2007,0,0,0,0,1,0,0,16.19,27.7977666667
San Diego,2007,0,1,0,0,1,0,0,33.1,35.8830555556
San Diego,2007,1,0,0,0,0,1,0,86.14,68.1366333333
San Diego,2007,1,1,0,0,0,1,0,156.08,121.605777778
San Diego,2007,0,0,0,0,0,1,0,37.95,27.7977666667
San Diego,2007,0,1,0,0,0,1,0,62.09,35.8830555556
San Diego,2007,1,0,0,0,0,0,1,136.72,127.839711111
San Diego,2007,1,1,0,0,0,0,1,257.56,243.897711111
San Diego,2007,0,0,0,0,0,0,1,48.78,74.1751222222
San Diego,2007,0,1,0,0,0,0,1,88.02,84.3698666667
San Diego,2007,1,0,1,0,0,0,0,51.44,68.1366333333
San Diego,2007,1,1,1,0,0,0,0,90.26,121.605777778
San Diego,2007,0,0,1,0,0,0,0,24.43,27.7977666667
San Diego,2007,0,1,1,0,0,0,0,39.16,35.8830555556
San Diego,2008,1,0,0,1,0,0,0,189.0,191.705111111
San Diego,2008,1,1,0,1,0,0,0,333.6,342.190088889
San Diego,2008,0,0,0,1,0,0,0,96.56,99.3767666667
San Diego,2008,0,1,0,1,0,0,0,187.88,197.084277778
San Diego,2008,1,0,0,0,1,0,0,31.56,61.7452777778
San Diego,2008,1,1,0,0,1,0,0,88.3,111.877214815
San Diego,2008,0,0,0,0,1,0,0,14.91,25.3678888889
San Diego,2008,0,1,0,0,1,0,0,31.68,42.9239111111
San Diego,2008,1,0,0,0,0,1,0,93.65,61.7452777778
San Diego,2008,1,1,0,0,0,1,0,161.84,111.877214815
San Diego,2008,0,0,0,0,0,1,0,38.47,25.3678888889
San Diego,2008,0,1,0,0,0,1,0,60.96,42.9239111111
San Diego,2008,1,0,0,0,0,0,1,127.44,120.290444444
San Diego,2008,1,1,0,0,0,0,1,219.8,205.955944444
San Diego,2008,0,0,0,0,0,0,1,33.97,43.8719444444
San Diego,2008,0,1,0,0,0,0,1,77.35,85.8499047619
San Diego,2008,1,0,1,0,0,0,0,51.49,61.7452777778
San Diego,2008,1,1,1,0,0,0,0,91.08,111.877214815
San Diego,2008,0,0,1,0,0,0,0,29.5,25.3678888889
San Diego,2008,0,1,1,0,0,0,0,36.08,42.9239111111
San Diego,2009,1,0,0,1,0,0,0,211.91,208.322588889
San Diego,2009,1,1,0,1,0,0,0,338.88,343.111755556
San Diego,2009,0,0,0,1,0,0,0,109.05,121.0031
San Diego,2009,0,1,0,1,0,0,0,208.82,205.147666667
San Diego,2009,1,0,0,0,1,0,0,35.78,54.0969333333
San Diego,2009,1,1,0,0,1,0,0,119.8,114.463622222
San Diego,2009,0,0,0,0,1,0,0,15.82,38.6246555556
San Diego,2009,0,1,0,0,1,0,0,23.94,52.3740444444
San Diego,2009,1,0,0,0,0,1,0,82.15,54.0969333333
San Diego,2009,1,1,0,0,0,1,0,173.15,114.463622222
San Diego,2009,0,0,0,0,0,1,0,51.61,38.6246555556
San Diego,2009,0,1,0,0,0,1,0,77.31,52.3740444444
San Diego,2009,1,0,0,0,0,0,1,120.1,115.648944444
San Diego,2009,1,1,0,0,0,0,1,265.78,192.552711111
San Diego,2009,0,0,0,0,0,0,1,69.37,50.4299
San Diego,2009,0,1,0,0,0,0,1,95.3,83.329015873
San Diego,2009,1,0,1,0,0,0,0,49.09,54.0969333333
San Diego,2009,1,1,1,0,0,0,0,99.17,114.463622222
San Diego,2009,0,0,1,0,0,0,0,27.85,38.6246555556
San Diego,2009,0,1,1,0,0,0,0,44.88,52.3740444444
San Diego,2010,1,0,0,1,0,0,0,216.1,205.072944444
San Diego,2010,1,1,0,1,0,0,0,370.22,359.117666667
San Diego,2010,0,0,0,1,0,0,0,127.49,121.546155556
San Diego,2010,0,1,0,1,0,0,0,182.28,182.070211111
San Diego,2010,1,0,0,0,1,0,0,41.47,52.2241111111
San Diego,2010,1,1,0,0,1,0,0,94.25,115.434430159
San Diego,2010,0,0,0,0,1,0,0,15.5,29.9746666667
San Diego,2010,0,1,0,0,1,0,0,29.59,49.8875
San Diego,2010,1,0,0,0,0,1,0,73.28,52.2241111111
San Diego,2010,1,1,0,0,0,1,0,152.64,115.434430159
San Diego,2010,0,0,0,0,0,1,0,42.92,29.9746666667
San Diego,2010,0,1,0,0,0,1,0,69.64,49.8875
San Diego,2010,1,0,0,0,0,0,1,125.27,125.382833333
San Diego,2010,1,1,0,0,0,0,1,222.97,211.074933333
San Diego,2010,0,0,0,0,0,0,1,56.17,59.9920333333
San Diego,2010,0,1,0,0,0,0,1,97.73,95.6264444444
San Diego,2010,1,0,1,0,0,0,0,54.47,52.2241111111
San Diego,2010,1,1,1,0,0,0,0,94.96,115.434430159
San Diego,2010,0,0,1,0,0,0,0,27.42,29.9746666667
San Diego,2010,0,1,1,0,0,0,0,37.09,49.8875
San Diego,2011,1,0,0,1,0,0,0,207.89,195.825388889
San Diego,2011,1,1,0,1,0,0,0,398.46,384.752866667
San Diego,2011,0,0,0,1,0,0,0,99.85,117.093055556
San Diego,2011,0,1,0,1,0,0,0,187.76,186.444444444
San Diego,2011,1,0,0,0,1,0,0,44.67,61.2932555556
San Diego,2011,1,1,0,0,1,0,0,98.6,113.172022222
San Diego,2011,0,0,0,0,1,0,0,14.01,25.8711904762
San Diego,2011,0,1,0,0,1,0,0,32.49,45.5865555556
San Diego,2011,1,0,0,0,0,1,0,72.7,61.2932555556
San Diego,2011,1,1,0,0,0,1,0,141.12,113.172022222
San Diego,2011,0,0,0,0,0,1,0,42.01,25.8711904762
San Diego,2011,0,1,0,0,0,1,0,66.65,45.5865555556
San Diego,2011,1,0,0,0,0,0,1,139.89,110.766333333
San Diego,2011,1,1,0,0,0,0,1,225.54,208.440333333
San Diego,2011,0,0,0,0,0,0,1,55.08,75.6986777778
San Diego,2011,0,1,0,0,0,0,1,92.16,97.9375333333
San Diego,2011,1,0,1,0,0,0,0,42.19,61.2932555556
San Diego,2011,1,1,1,0,0,0,0,93.02,113.172022222
San Diego,2011,0,0,1,0,0,0,0,28.51,25.8711904762
San Diego,2011,0,1,1,0,0,0,0,38.32,45.5865555556
San Diego,2012,1,0,0,1,0,0,0,241.23,212.416222222
San Diego,2012,1,1,0,1,0,0,0,394.68,384.5062
San Diego,2012,0,0,0,1,0,0,0,126.87,123.318722222
San Diego,2012,0,1,0,1,0,0,0,198.75,185.7045
San Diego,2012,1,0,0,0,1,0,0,64.47,75.6331555556
San Diego,2012,1,1,0,0,1,0,0,78.76,104.888388889
San Diego,2012,0,0,0,0,1,0,0,19.63,34.7096777778
San Diego,2012,0,1,0,0,1,0,0,37.57,53.2582190476
San Diego,2012,1,0,0,0,0,1,0,84.04,75.6331555556
San Diego,2012,1,1,0,0,0,1,0,152.91,104.888388889
San Diego,2012,0,0,0,0,0,1,0,46.84,34.7096777778
San Diego,2012,0,1,0,0,0,1,0,71.38,53.2582190476
San Diego,2012,1,0,0,0,0,0,1,125.64,110.766333333
San Diego,2012,1,1,0,0,0,0,1,236.59,210.093666667
San Diego,2012,0,0,0,0,0,0,1,75.79,77.7225111111
San Diego,2012,0,1,0,0,0,0,1,97.06,89.0187555556
San Diego,2012,1,0,1,0,0,0,0,41.72,75.6331555556
San Diego,2012,1,1,1,0,0,0,0,93.6,104.888388889
San Diego,2012,0,0,1,0,0,0,0,31.61,34.7096777778
San Diego,2012,0,1,1,0,0,0,0,40.17,53.2582190476
San Diego,2013,1,0,0,1,0,0,0,172.37,183.826888889
San Diego,2013,1,1,0,1,0,0,0,320.51,376.451955556
San Diego,2013,0,0,0,1,0,0,0,120.15,120.9924
San Diego,2013,0,1,0,1,0,0,0,158.55,171.511
San Diego,2013,1,0,0,0,1,0,0,39.05,59.6587666667
San Diego,2013,1,1,0,0,1,0,0,74.93,117.9395
San Diego,2013,0,0,0,0,1,0,0,15.05,32.2642380952
San Diego,2013,0,1,0,0,1,0,0,31.45,39.7807777778
San Diego,2013,1,0,0,0,0,1,0,77.08,59.6587666667
San Diego,2013,1,1,0,0,0,1,0,156.64,117.9395
San Diego,2013,0,0,0,0,0,1,0,46.09,32.2642380952
San Diego,2013,0,1,0,0,0,1,0,73.05,39.7807777778
San Diego,2013,1,0,0,0,0,0,1,127.28,125.459933333
San Diego,2013,1,1,0,0,0,0,1,178.88,193.6696
San Diego,2013,0,0,0,0,0,0,1,59.33,72.0610111111
San Diego,2013,0,1,0,0,0,0,1,95.52,96.7393111111
San Diego,2013,1,0,1,0,0,0,0,47.07,59.6587666667
San Diego,2013,1,1,1,0,0,0,0,83.25,117.9395
San Diego,2013,0,0,1,0,0,0,0,26.39,32.2642380952
San Diego,2013,0,1,1,0,0,0,0,33.98,39.7807777778
San Diego,2014,1,0,0,1,0,0,0,205.33,205.712166667
San Diego,2014,1,1,0,1,0,0,0,352.5,350.603222222
San Diego,2014,0,0,0,1,0,0,0,111.54,112.743433333
San Diego,2014,0,1,0,1,0,0,0,177.97,174.559766667
San Diego,2014,1,0,0,0,1,0,0,47.74,52.9412333333
San Diego,2014,1,1,0,0,1,0,0,86.64,100.524111111
San Diego,2014,0,0,0,0,1,0,0,15.2,19.5538333333
San Diego,2014,0,1,0,0,1,0,0,30.78,48.3616111111
San Diego,2014,1,0,0,0,0,1,0,67.91,52.9412333333
San Diego,2014,1,1,0,0,0,1,0,133.56,100.524111111
San Diego,2014,0,0,0,0,0,1,0,45.64,19.5538333333
San Diego,2014,0,1,0,0,0,1,0,69.76,48.3616111111
San Diego,2014,1,0,0,0,0,0,1,98.29,102.753111111
San Diego,2014,1,1,0,0,0,0,1,184.99,184.368044444
San Diego,2014,0,0,0,0,0,0,1,62.59,56.2145111111
San Diego,2014,0,1,0,0,0,0,1,73.15,77.85
San Diego,2014,1,0,1,0,0,0,0,36.59,52.9412333333
San Diego,2014,1,1,1,0,0,0,0,71.56,100.524111111
San Diego,2014,0,0,1,0,0,0,0,25.17,19.5538333333
San Diego,2014,0,1,1,0,0,0,0,35.13,48.3616111111
San Francisco,2005,1,0,0,1,0,0,0,126.05,164.588101587
San Francisco,2005,1,1,0,1,0,0,0,393.31,394.500711111
San Francisco,2005,0,0,0,1,0,0,0,70.33,101.1822
San Francisco,2005,0,1,0,1,0,0,0,107.98,161.906444444
San Francisco,2005,1,0,0,0,1,0,0,58.49,56.5301111111
San Francisco,2005,1,1,0,0,1,0,0,94.98,93.2904
San Francisco,2005,0,0,0,0,1,0,0,12.32,17.6808444444
San Francisco,2005,0,1,0,0,1,0,0,25.35,35.6296333333
San Francisco,2005,1,0,0,0,0,1,0,49.15,56.5301111111
San Francisco,2005,1,1,0,0,0,1,0,113.52,93.2904
San Francisco,2005,0,0,0,0,0,1,0,21.82,17.6808444444
San Francisco,2005,0,1,0,0,0,1,0,35.79,35.6296333333
San Francisco,2005,1,0,0,0,0,0,1,111.11,86.1135555556
San Francisco,2005,1,1,0,0,0,0,1,264.69,229.46331746
San Francisco,2005,0,0,0,0,0,0,1,157.32,127.496722222
San Francisco,2005,0,1,0,0,0,0,1,252.6,172.316888889
San Francisco,2005,1,0,1,0,0,0,0,66.46,56.5301111111
San Francisco,2005,1,1,1,0,0,0,0,68.34,93.2904
San Francisco,2005,0,0,1,0,0,0,0,21.49,17.6808444444
San Francisco,2005,0,1,1,0,0,0,0,38.84,35.6296333333
San Francisco,2006,1,0,0,1,0,0,0,108.11,164.518934921
San Francisco,2006,1,1,0,1,0,0,0,231.32,314.3626
San Francisco,2006,0,0,0,1,0,0,0,75.16,90.4714555556
San Francisco,2006,0,1,0,1,0,0,0,94.98,147.890233333
San Francisco,2006,1,0,0,0,1,0,0,50.21,44.7757777778
San Francisco,2006,1,1,0,0,1,0,0,79.22,80.792415873
San Francisco,2006,0,0,0,0,1,0,0,11.57,16.2441222222
San Francisco,2006,0,1,0,0,1,0,0,19.81,34.5594444444
San Francisco,2006,1,0,0,0,0,1,0,44.69,44.7757777778
San Francisco,2006,1,1,0,0,0,1,0,92.18,80.792415873
San Francisco,2006,0,0,0,0,0,1,0,15.19,16.2441222222
San Francisco,2006,0,1,0,0,0,1,0,32.64,34.5594444444
San Francisco,2006,1,0,0,0,0,0,1,122.37,81.8236666667
San Francisco,2006,1,1,0,0,0,0,1,211.13,179.523555556
San Francisco,2006,0,0,0,0,0,0,1,64.19,77.5638333333
San Francisco,2006,0,1,0,0,0,0,1,146.17,150.601333333
San Francisco,2006,1,0,1,0,0,0,0,42.39,44.7757777778
San Francisco,2006,1,1,1,0,0,0,0,73.56,80.792415873
San Francisco,2006,0,0,1,0,0,0,0,26.08,16.2441222222
San Francisco,2006,0,1,1,0,0,0,0,48.06,34.5594444444
San Francisco,2007,1,0,0,1,0,0,0,163.64,167.264134921
San Francisco,2007,1,1,0,1,0,0,0,289.45,301.227433333
San Francisco,2007,0,0,0,1,0,0,0,99.18,95.8529888889
San Francisco,2007,0,1,0,1,0,0,0,120.52,148.303566667
