County,Year,Rate (per 10k)
Sacramento,2005,197.06
Sacramento,2005,125.57
Sacramento,2005,150.05
Sacramento,2005,51.45
Sacramento,2005,98.5
Sacramento,2005,24.54
Sacramento,2005,35.81
Sacramento,2006,194.31
Sacramento,2006,328.76
Sacramento,2006,98.56
Sacramento,2006,164.32
Sacramento,2006,38.26
Sacramento,2006,86.16
Sacramento,2006,19.78
Sacramento,2006,45.5
Sacramento,2006,44.13
Sacramento,2006,95.51
Sacramento,2006,24.92
Sacramento,2006,41.82
Sacramento,2006,63.34
Sacramento,2006,144.59
Sacramento,2006,48.89
Sacramento,2006,110.76
Sacramento,2006,59.4
Sacramento,2006,81.73
Sacramento,2006,31.52
Sacramento,2006,39.54
Sacramento,2007,195.64
Sacramento,2007,317.33
Sacramento,2007,114.53
Sacramento,2007,184.09
Sacramento,2007,38.68
Sacramento,2007,46.84
Sacramento,2007,16.49
Sacramento,2007,29.83
Sacramento,2007,42.99
Sacramento,2007,103.65
Sacramento,2007,23.71
Sacramento,2007,37.96
Sacramento,2007,103.29
Sacramento,2007,138.01
Sacramento,2007,42.61
Sacramento,2007,99.3
Sacramento,2007,44.99
Sacramento,2007,88.37
Sacramento,2007,30.71
Sacramento,2007,36.07
Sacramento,2008,207.02
Sacramento,2008,412.33
Sacramento,2008,118.09
Sacramento,2008,159.73
Sacramento,2008,29.44
Sacramento,2008,90.57
Sacramento,2008,11.74
Sacramento,2008,25.01
Sacramento,2008,40.55
Sacramento,2008,100.04
Sacramento,2008,21.27
Sacramento,2008,41.94
Sacramento,2008,102.23
Sacramento,2008,190.98
Sacramento,2008,51.17
Sacramento,2008,91.03
Sacramento,2008,53.94
Sacramento,2008,100.03
Sacramento,2008,32.86
Sacramento,2008,40.93
Sacramento,2009,219.17
Sacramento,2009,440.28
Sacramento,2009,155.92
Sacramento,2009,234.2
Sacramento,2009,40.95
Sacramento,2009,85.5
Sacramento,2009,10.49
Sacramento,2009,36.86
Sacramento,2009,57.81
Sacramento,2009,132.16
Sacramento,2009,33.28
Sacramento,2009,59.62
Sacramento,2009,75.71
Sacramento,2009,177.41
Sacramento,2009,65.75
Sacramento,2009,96.26
Sacramento,2009,66.24
Sacramento,2009,121.33
Sacramento,2009,45.2
Sacramento,2009,62.98
Sacramento,2010,259.95
Sacramento,2010,474.42
Sacramento,2010,155.08
Sacramento,2010,266.52
Sacramento,2010,37.83
Sacramento,2010,83.87
Sacramento,2010,12.62
Sacramento,2010,40.89
Sacramento,2010,55.15
Sacramento,2010,126.75
Sacramento,2010,34.98
Sacramento,2010,64.18
Sacramento,2010,91.79
Sacramento,2010,168.59
Sacramento,2010,66.63
Sacramento,2010,106.28
Sacramento,2010,73.87
Sacramento,2010,150.64
Sacramento,2010,43.28
Sacramento,2010,63.68
Sacramento,2011,248.18
Sacramento,2011,432.97
Sacramento,2011,167.13
Sacramento,2011,236.16
Sacramento,2011,30.74
Sacramento,2011,85.03
Sacramento,2011,12.76
Sacramento,2011,40.49
Sacramento,2011,55.37
Sacramento,2011,124.45
Sacramento,2011,32.54
Sacramento,2011,67.31
Sacramento,2011,92.05
Sacramento,2011,180.43
Sacramento,2011,65.29
Sacramento,2011,105.85
Sacramento,2011,61.31
Sacramento,2011,124.33
Sacramento,2011,45.32
Sacramento,2011,56.48
Sacramento,2012,253.09
Sacramento,2012,395.78
Sacramento,2012,160.77
Sacramento,2012,261.66
Sacramento,2012,20.76
Sacramento,2012,101.68
Sacramento,2012,18.93
Sacramento,2012,27.7
Sacramento,2012,67.04
Sacramento,2012,130.28
Sacramento,2012,36.98
Sacramento,2012,69.35
Sacramento,2012,88.12
Sacramento,2012,173.11
Sacramento,2012,71.81
Sacramento,2012,104.6
Sacramento,2012,45.14
Sacramento,2012,99.46
Sacramento,2012,43.06
Sacramento,2012,56.21
Sacramento,2013,255.62
Sacramento,2013,436.97
Sacramento,2013,202.16
Sacramento,2013,292.6
Sacramento,2013,28.61
Sacramento,2013,72.46
Sacramento,2013,18.3
Sacramento,2013,33.8
Sacramento,2013,75.43
Sacramento,2013,129.66
Sacramento,2013,46.99
Sacramento,2013,77.57
Sacramento,2013,100.18
Sacramento,2013,169.38
Sacramento,2013,47.47
Sacramento,2013,96.31
Sacramento,2013,44.47
Sacramento,2013,91.27
Sacramento,2013,49.7
Sacramento,2013,53.59
Sacramento,2014,258.16
Sacramento,2014,486.92
Sacramento,2014,220.87
Sacramento,2014,308.85
Sacramento,2014,25.14
Sacramento,2014,80.86
Sacramento,2014,14.59
Sacramento,2014,51.61
Sacramento,2014,73.93
Sacramento,2014,143.0
Sacramento,2014,49.17
Sacramento,2014,85.09
Sacramento,2014,61.62
Sacramento,2014,109.08
Sacramento,2014,59.27
Sacramento,2014,71.54
Sacramento,2014,47.73
Sacramento,2014,119.61
Sacramento,2014,52.29
Sacramento,2014,57.71
San Benito,2005,97.21
San Benito,2005,104.99
San Benito,2005,93.19
San Benito,2005,77.8
San Benito,2006,119.68
San Benito,2006,66.39
San Benito,2006,90.68
San Benito,2006,87.82
San Benito,2007,46.4
San Benito,2007,78.45
San Benito,2008,186.05
San Benito,2008,61.55
San Benito,2008,72.34
San Benito,2009,151.32
San Benito,2009,64.14
San Benito,2009,131.54
San Benito,2010,123.62
San Benito,2010,51.14
San Benito,2010,102.99
San Benito,2010,123.34
San Benito,2011,117.32
San Benito,2011,170.89
San Benito,2011,74.9
San Benito,2011,90.93
San Benito,2011,108.61
San Benito,2012,112.29
San Benito,2012,50.17
San Benito,2012,63.11
San Benito,2012,136.55
San Benito,2013,107.05
San Benito,2013,49.67
San Benito,2013,96.19
San Benito,2013,103.42
San Benito,2013,126.1
San Benito,2014,59.47
San Benito,2014,109.29
San Bernardino,2005,260.07
San Bernardino,2005,437.9
San Bernardino,2005,159.12
San Bernardino,2005,252.14
San Bernardino,2005,33.47
San Bernardino,2005,20.0
San Bernardino,2005,22.96
San Bernardino,2005,49.01
San Bernardino,2005,100.14
San Bernardino,2005,30.86
San Bernardino,2005,53.37
San Bernardino,2005,78.18
San Bernardino,2005,158.98
San Bernardino,2005,150.45
San Bernardino,2005,149.95
San Bernardino,2005,96.62
San Bernardino,2005,168.81
San Bernardino,2005,65.42
San Bernardino,2005,84.28
San Bernardino,2006,225.33
San Bernardino,2006,412.15
San Bernardino,2006,147.53
San Bernardino,2006,219.26
San Bernardino,2006,56.6
San Bernardino,2006,23.21
San Bernardino,2006,53.57
San Bernardino,2006,104.26
San Bernardino,2006,29.23
San Bernardino,2006,51.52
San Bernardino,2006,120.89
San Bernardino,2006,176.17
San Bernardino,2006,118.47
San Bernardino,2006,114.78
San Bernardino,2006,82.3
San Bernardino,2006,166.96
San Bernardino,2006,56.48
San Bernardino,2006,71.0
San Bernardino,2007,241.21
San Bernardino,2007,441.11
San Bernardino,2007,135.69
San Bernardino,2007,227.11
San Bernardino,2007,47.97
San Bernardino,2007,13.61
San Bernardino,2007,50.09
San Bernardino,2007,108.62
San Bernardino,2007,33.27
San Bernardino,2007,57.05
San Bernardino,2007,81.77
San Bernardino,2007,174.87
San Bernardino,2007,68.23
San Bernardino,2007,96.97
San Bernardino,2007,94.02
San Bernardino,2007,145.75
San Bernardino,2007,42.47
San Bernardino,2007,72.69
San Bernardino,2008,220.34
San Bernardino,2008,475.97
San Bernardino,2008,144.6
San Bernardino,2008,229.44
San Bernardino,2008,21.74
San Bernardino,2008,48.32
San Bernardino,2008,112.16
San Bernardino,2008,34.71
San Bernardino,2008,62.05
San Bernardino,2008,86.57
San Bernardino,2008,134.69
San Bernardino,2008,59.24
San Bernardino,2008,96.12
San Bernardino,2008,91.38
San Bernardino,2008,167.01
San Bernardino,2008,47.94
San Bernardino,2008,78.12
San Bernardino,2009,252.33
San Bernardino,2009,546.4
San Bernardino,2009,191.63
San Bernardino,2009,299.87
San Bernardino,2009,66.87
San Bernardino,2009,16.08
San Bernardino,2009,18.42
San Bernardino,2009,64.12
San Bernardino,2009,141.28
San Bernardino,2009,45.59
San Bernardino,2009,82.11
San Bernardino,2009,59.57
San Bernardino,2009,172.3
San Bernardino,2009,71.01
San Bernardino,2009,96.56
San Bernardino,2009,85.54
San Bernardino,2009,195.54
San Bernardino,2009,73.16
San Bernardino,2009,95.22
San Bernardino,2010,255.46
San Bernardino,2010,503.01
San Bernardino,2010,195.93
San Bernardino,2010,308.47
San Bernardino,2010,89.71
San Bernardino,2010,26.71
San Bernardino,2010,64.06
San Bernardino,2010,132.83
San Bernardino,2010,41.09
San Bernardino,2010,74.23
San Bernardino,2010,104.24
San Bernardino,2010,267.47
San Bernardino,2010,74.94
San Bernardino,2010,133.71
San Bernardino,2010,96.24
San Bernardino,2010,179.06
San Bernardino,2010,78.83
San Bernardino,2010,96.69
San Bernardino,2011,234.2
San Bernardino,2011,524.65
San Bernardino,2011,189.89
San Bernardino,2011,304.69
San Bernardino,2011,62.42
San Bernardino,2011,12.05
San Bernardino,2011,34.65
San Bernardino,2011,60.66
San Bernardino,2011,117.1
San Bernardino,2011,37.06
San Bernardino,2011,74.74
San Bernardino,2011,106.7
San Bernardino,2011,213.66
San Bernardino,2011,83.53
San Bernardino,2011,116.66
San Bernardino,2011,84.6
San Bernardino,2011,157.52
San Bernardino,2011,68.04
San Bernardino,2011,97.31
San Bernardino,2012,219.96
San Bernardino,2012,613.01
San Bernardino,2012,204.1
San Bernardino,2012,329.56
San Bernardino,2012,55.61
San Bernardino,2012,34.01
San Bernardino,2012,59.94
San Bernardino,2012,125.05
San Bernardino,2012,46.3
San Bernardino,2012,80.84
San Bernardino,2012,131.05
San Bernardino,2012,276.96
San Bernardino,2012,114.52
San Bernardino,2012,161.15
San Bernardino,2012,80.13
San Bernardino,2012,144.23
San Bernardino,2012,71.07
San Bernardino,2012,94.28
San Bernardino,2013,253.04
San Bernardino,2013,580.4
San Bernardino,2013,188.26
San Bernardino,2013,306.01
San Bernardino,2013,46.33
San Bernardino,2013,41.23
San Bernardino,2013,52.89
San Bernardino,2013,119.65
San Bernardino,2013,48.58
San Bernardino,2013,81.68
San Bernardino,2013,113.86
San Bernardino,2013,216.34
San Bernardino,2013,82.62
San Bernardino,2013,163.16
San Bernardino,2013,64.54
San Bernardino,2013,140.52
San Bernardino,2013,57.25
San Bernardino,2013,82.94
San Bernardino,2014,244.66
San Bernardino,2014,478.31
San Bernardino,2014,208.88
San Bernardino,2014,307.05
San Bernardino,2014,44.61
San Bernardino,2014,31.84
San Bernardino,2014,49.05
San Bernardino,2014,108.46
San Bernardino,2014,49.16
San Bernardino,2014,82.26
San Bernardino,2014,119.52
San Bernardino,2014,212.97
San Bernardino,2014,108.44
San Bernardino,2014,169.71
San Bernardino,2014,66.91
San Bernardino,2014,126.26
San Bernardino,2014,58.2
San Bernardino,2014,79.99
San Diego,2005,164.73
San Diego,2005,336.52
San Diego,2005,96.63
San Diego,2005,156.82
San Diego,2005,34.63
San Diego,2005,73.37
San Diego,2005,16.27
San Diego,2005,28.79
San Diego,2005,76.22
San Diego,2005,141.33
San Diego,2005,38.49
San Diego,2005,60.85
San Diego,2005,115.77
San Diego,2005,220.82
San Diego,2005,52.9
San Diego,2005,92.93
San Diego,2005,45.29
San Diego,2005,74.2
San Diego,2005,28.94
San Diego,2005,37.34
San Diego,2006,230.7
San Diego,2006,328.17
San Diego,2006,121.58
San Diego,2006,193.96
San Diego,2006,43.65
San Diego,2006,94.46
San Diego,2006,17.84
San Diego,2006,32.35
San Diego,2006,67.13
San Diego,2006,147.53
San Diego,2006,36.67
San Diego,2006,54.39
San Diego,2006,107.8
San Diego,2006,203.59
San Diego,2006,38.78
San Diego,2006,69.81
San Diego,2006,41.11
San Diego,2006,90.77
San Diego,2006,27.24
San Diego,2006,37.57
San Diego,2007,222.32
San Diego,2007,363.6
San Diego,2007,104.31
San Diego,2007,162.94
San Diego,2007,55.61
San Diego,2007,126.68
San Diego,2007,16.19
San Diego,2007,33.1
San Diego,2007,86.14
San Diego,2007,156.08
San Diego,2007,37.95
San Diego,2007,62.09
San Diego,2007,136.72
San Diego,2007,257.56
San Diego,2007,48.78
San Diego,2007,88.02
San Diego,2007,51.44
San Diego,2007,90.26
San Diego,2007,24.43
San Diego,2007,39.16
San Diego,2008,189.0
San Diego,2008,333.6
San Diego,2008,96.56
San Diego,2008,187.88
San Diego,2008,31.56
San Diego,2008,88.3
San Diego,2008,14.91
San Diego,2008,31.68
San Diego,2008,93.65
San Diego,2008,161.84
San Diego,2008,38.47
San Diego,2008,60.96
San Diego,2008,127.44
San Diego,2008,219.8
San Diego,2008,33.97
San Diego,2008,77.35
San Diego,2008,51.49
San Diego,2008,91.08
San Diego,2008,29.5
San Diego,2008,36.08
San Diego,2009,211.91
San Diego,2009,338.88
San Diego,2009,109.05
San Diego,2009,208.82
San Diego,2009,35.78
San Diego,2009,119.8
San Diego,2009,15.82
San Diego,2009,23.94
San Diego,2009,82.15
San Diego,2009,173.15
San Diego,2009,51.61
San Diego,2009,77.31
San Diego,2009,120.1
San Diego,2009,265.78
San Diego,2009,69.37
San Diego,2009,95.3
San Diego,2009,49.09
San Diego,2009,99.17
San Diego,2009,27.85
San Diego,2009,44.88
San Diego,2010,216.1
San Diego,2010,370.22
San Diego,2010,127.49
San Diego,2010,182.28
San Diego,2010,41.47
San Diego,2010,94.25
San Diego,2010,15.5
San Diego,2010,29.59
San Diego,2010,73.28
San Diego,2010,152.64
San Diego,2010,42.92
San Diego,2010,69.64
San Diego,2010,125.27
San Diego,2010,222.97
San Diego,2010,56.17
San Diego,2010,97.73
San Diego,2010,54.47
San Diego,2010,94.96
San Diego,2010,27.42
San Diego,2010,37.09
San Diego,2011,207.89
San Diego,2011,398.46
San Diego,2011,99.85
San Diego,2011,187.76
San Diego,2011,44.67
San Diego,2011,98.6
San Diego,2011,14.01
San Diego,2011,32.49
San Diego,2011,72.7
San Diego,2011,141.12
San Diego,2011,42.01
San Diego,2011,66.65
San Diego,2011,139.89
San Diego,2011,225.54
San Diego,2011,55.08
San Diego,2011,92.16
San Diego,2011,42.19
San Diego,2011,93.02
San Diego,2011,28.51
San Diego,2011,38.32
San Diego,2012,241.23
San Diego,2012,394.68
San Diego,2012,126.87
San Diego,2012,198.75
San Diego,2012,64.47
San Diego,2012,78.76
San Diego,2012,19.63
San Diego,2012,37.57
San Diego,2012,84.04
San Diego,2012,152.91
San Diego,2012,46.84
San Diego,2012,71.38
San Diego,2012,125.64
San Diego,2012,236.59
San Diego,2012,75.79
San Diego,2012,97.06
San Diego,2012,41.72
San Diego,2012,93.6
San Diego,2012,31.61
San Diego,2012,40.17
San Diego,2013,172.37
San Diego,2013,320.51
San Diego,2013,120.15
San Diego,2013,158.55
San Diego,2013,39.05
San Diego,2013,74.93
San Diego,2013,15.05
San Diego,2013,31.45
San Diego,2013,77.08
San Diego,2013,156.64
San Diego,2013,46.09
San Diego,2013,73.05
San Diego,2013,127.28
San Diego,2013,178.88
San Diego,2013,59.33
San Diego,2013,95.52
San Diego,2013,47.07
San Diego,2013,83.25
San Diego,2013,26.39
San Diego,2013,33.98
San Diego,2014,205.33
San Diego,2014,352.5
San Diego,2014,111.54
San Diego,2014,177.97
San Diego,2014,47.74
San Diego,2014,86.64
San Diego,2014,15.2
San Diego,2014,30.78
San Diego,2014,67.91
San Diego,2014,133.56
San Diego,2014,45.64
San Diego,2014,69.76
San Diego,2014,98.29
San Diego,2014,184.99
San Diego,2014,62.59
San Diego,2014,73.15
San Diego,2014,36.59
San Diego,2014,71.56
San Diego,2014,25.17
San Diego,2014,35.13
San Francisco,2005,126.05
San Francisco,2005,393.31
San Francisco,2005,70.33
San Francisco,2005,107.98
San Francisco,2005,58.49
San Francisco,2005,94.98
San Francisco,2005,12.32
San Francisco,2005,25.35
San Francisco,2005,49.15
San Francisco,2005,113.52
San Francisco,2005,21.82
San Francisco,2005,35.79
San Francisco,2005,111.11
San Francisco,2005,264.69
San Francisco,2005,157.32
San Francisco,2005,252.6
San Francisco,2005,66.46
San Francisco,2005,68.34
San Francisco,2005,21.49
San Francisco,2005,38.84
San Francisco,2006,108.11
San Francisco,2006,231.32
San Francisco,2006,75.16
San Francisco,2006,94.98
San Francisco,2006,50.21
San Francisco,2006,79.22
San Francisco,2006,11.57
San Francisco,2006,19.81
San Francisco,2006,44.69
San Francisco,2006,92.18
San Francisco,2006,15.19
San Francisco,2006,32.64
San Francisco,2006,122.37
San Francisco,2006,211.13
San Francisco,2006,64.19
San Francisco,2006,146.17
San Francisco,2006,42.39
San Francisco,2006,73.56
San Francisco,2006,26.08
San Francisco,2006,48.06
San Francisco,2007,163.64
San Francisco,2007,289.45
San Francisco,2007,99.18
San Francisco,2007,120.52
San Francisco,2007,40.49
San Francisco,2007,91.04
San Francisco,2007,9.27
San Francisco,2007,31.02
San Francisco,2007,55.07
San Francisco,2007,75.36
San Francisco,2007,19.17
San Francisco,2007,38.65
San Francisco,2007,79.42
San Francisco,2007,133.67
San Francisco,2007,99.84
San Francisco,2007,53.62
San Francisco,2007,87.14
San Francisco,2007,26.64
San Francisco,2007,40.11
San Francisco,2008,205.22
San Francisco,2008,416.26
San Francisco,2008,93.58
San Francisco,2008,162.14
San Francisco,2008,44.46
San Francisco,2008,78.61
San Francisco,2008,15.41
San Francisco,2008,18.64
San Francisco,2008,95.42
San Francisco,2008,96.86
San Francisco,2008,30.88
San Francisco,2008,46.99
San Francisco,2008,104.1
San Francisco,2008,57.7
San Francisco,2008,49.5
San Francisco,2008,100.66
San Francisco,2008,27.02
San Francisco,2008,45.12
San Francisco,2009,263.67
San Francisco,2009,408.37
San Francisco,2009,144.39
San Francisco,2009,272.55
San Francisco,2009,78.29
San Francisco,2009,137.46
San Francisco,2009,25.58
San Francisco,2009,30.82
San Francisco,2009,85.03
San Francisco,2009,206.95
San Francisco,2009,53.55
San Francisco,2009,71.02
San Francisco,2009,134.23
San Francisco,2009,186.92
San Francisco,2009,56.57
San Francisco,2009,78.71
San Francisco,2009,79.9
San Francisco,2009,119.03
San Francisco,2009,34.25
San Francisco,2009,50.38
San Francisco,2010,290.29
San Francisco,2010,431.21
San Francisco,2010,133.39
San Francisco,2010,257.08
San Francisco,2010,62.55
San Francisco,2010,151.96
San Francisco,2010,26.71
San Francisco,2010,34.23
San Francisco,2010,105.13
San Francisco,2010,216.86
San Francisco,2010,44.94
San Francisco,2010,45.91
San Francisco,2010,97.5
San Francisco,2010,208.0
San Francisco,2010,134.18
San Francisco,2010,103.93
San Francisco,2010,124.82
San Francisco,2010,35.97
San Francisco,2010,56.17
San Francisco,2011,256.41
San Francisco,2011,365.85
San Francisco,2011,142.13
San Francisco,2011,198.38
San Francisco,2011,54.25
San Francisco,2011,105.14
San Francisco,2011,16.93
San Francisco,2011,45.61
San Francisco,2011,101.14
San Francisco,2011,113.04
San Francisco,2011,28.62
San Francisco,2011,73.48
San Francisco,2011,71.78
San Francisco,2011,164.81
San Francisco,2011,80.35
San Francisco,2011,63.18
San Francisco,2011,64.19
San Francisco,2011,81.51
San Francisco,2011,39.4
San Francisco,2011,58.72
San Francisco,2012,260.26
San Francisco,2012,471.79
San Francisco,2012,134.45
San Francisco,2012,189.53
San Francisco,2012,26.25
San Francisco,2012,93.32
San Francisco,2012,18.5
San Francisco,2012,41.29
San Francisco,2012,85.55
San Francisco,2012,127.29
San Francisco,2012,45.16
San Francisco,2012,78.63
San Francisco,2012,85.42
San Francisco,2012,251.9
San Francisco,2012,44.72
San Francisco,2012,85.9
San Francisco,2012,56.04
San Francisco,2012,105.18
San Francisco,2012,32.56
San Francisco,2012,61.36
San Francisco,2013,305.12
San Francisco,2013,505.98
San Francisco,2013,154.69
San Francisco,2013,189.31
San Francisco,2013,43.06
San Francisco,2013,61.81
San Francisco,2013,17.4
San Francisco,2013,40.56
San Francisco,2013,62.44
San Francisco,2013,142.73
San Francisco,2013,42.3
San Francisco,2013,70.63
San Francisco,2013,95.39
San Francisco,2013,164.4
San Francisco,2013,59.48
San Francisco,2013,99.65
San Francisco,2013,47.95
San Francisco,2013,89.42
San Francisco,2013,35.91
San Francisco,2013,47.31
San Francisco,2014,314.59
San Francisco,2014,511.21
San Francisco,2014,186.43
San Francisco,2014,242.34
San Francisco,2014,29.63
San Francisco,2014,68.45
San Francisco,2014,35.69
San Francisco,2014,38.55
San Francisco,2014,70.6
San Francisco,2014,137.92
San Francisco,2014,72.1
San Francisco,2014,98.68
San Francisco,2014,63.39
San Francisco,2014,181.56
San Francisco,2014,67.19
San Francisco,2014,97.43
San Francisco,2014,51.29
San Francisco,2014,45.48
San Francisco,2014,26.85
San Francisco,2014,32.33
San Joaquin,2005,84.32
San Joaquin,2005,331.93
San Joaquin,2005,110.72
San Joaquin,2005,190.54
San Joaquin,2005,61.09
San Joaquin,2005,17.33
San Joaquin,2005,30.95
San Joaquin,2005,46.1
San Joaquin,2005,83.06
San Joaquin,2005,21.95
San Joaquin,2005,43.01
San Joaquin,2005,95.97
San Joaquin,2005,61.64
San Joaquin,2005,99.31
San Joaquin,2005,64.83
San Joaquin,2005,122.81
San Joaquin,2005,43.52
San Joaquin,2005,60.44
San Joaquin,2006,156.69
San Joaquin,2006,364.96
San Joaquin,2006,125.28
San Joaquin,2006,166.23
San Joaquin,2006,64.72
San Joaquin,2006,26.97
San Joaquin,2006,34.28
San Joaquin,2006,89.83
San Joaquin,2006,24.54
San Joaquin,2006,48.31
San Joaquin,2006,101.28
San Joaquin,2006,115.31
San Joaquin,2006,98.45
San Joaquin,2006,55.72
San Joaquin,2006,94.7
San Joaquin,2006,51.52
San Joaquin,2006,69.93
San Joaquin,2007,252.05
San Joaquin,2007,387.4
San Joaquin,2007,143.4
San Joaquin,2007,183.96
San Joaquin,2007,66.26
San Joaquin,2007,22.78
San Joaquin,2007,44.55
San Joaquin,2007,91.73
San Joaquin,2007,22.54
San Joaquin,2007,39.49
San Joaquin,2007,113.42
San Joaquin,2007,48.14
San Joaquin,2007,60.56
San Joaquin,2007,114.87
San Joaquin,2007,49.81
San Joaquin,2007,53.92
San Joaquin,2008,231.31
San Joaquin,2008,419.95
San Joaquin,2008,132.88
San Joaquin,2008,203.24
San Joaquin,2008,79.83
San Joaquin,2008,22.72
San Joaquin,2008,47.03
San Joaquin,2008,124.8
San Joaquin,2008,30.39
San Joaquin,2008,51.86
San Joaquin,2008,126.98
San Joaquin,2008,83.19
San Joaquin,2008,85.47
San Joaquin,2008,177.51
San Joaquin,2008,45.27
San Joaquin,2008,71.37
San Joaquin,2009,388.03
San Joaquin,2009,516.41
San Joaquin,2009,160.68
San Joaquin,2009,280.0
San Joaquin,2009,38.89
San Joaquin,2009,106.29
San Joaquin,2009,20.95
San Joaquin,2009,30.97
San Joaquin,2009,70.52
San Joaquin,2009,138.49
San Joaquin,2009,36.81
San Joaquin,2009,65.64
San Joaquin,2009,83.92
San Joaquin,2009,202.53
San Joaquin,2009,52.81
San Joaquin,2009,73.91
San Joaquin,2009,112.3
San Joaquin,2009,194.13
San Joaquin,2009,52.44
San Joaquin,2009,87.44
San Joaquin,2010,301.54
San Joaquin,2010,606.39
San Joaquin,2010,137.18
San Joaquin,2010,318.62
San Joaquin,2010,45.14
San Joaquin,2010,100.17
San Joaquin,2010,13.51
San Joaquin,2010,22.32
San Joaquin,2010,66.45
San Joaquin,2010,129.41
San Joaquin,2010,37.65
San Joaquin,2010,69.5
San Joaquin,2010,147.16
San Joaquin,2010,178.8
San Joaquin,2010,71.44
San Joaquin,2010,99.36
San Joaquin,2010,131.85
San Joaquin,2010,181.48
San Joaquin,2010,62.29
San Joaquin,2010,88.42
San Joaquin,2011,210.92
San Joaquin,2011,495.32
San Joaquin,2011,122.74
San Joaquin,2011,276.76
San Joaquin,2011,46.93
San Joaquin,2011,66.04
San Joaquin,2011,15.94
San Joaquin,2011,32.08
San Joaquin,2011,56.98
San Joaquin,2011,130.86
San Joaquin,2011,41.7
San Joaquin,2011,71.57
San Joaquin,2011,214.99
San Joaquin,2011,49.23
San Joaquin,2011,106.13
San Joaquin,2011,97.64
San Joaquin,2011,147.08
San Joaquin,2011,48.73
San Joaquin,2011,76.77
San Joaquin,2012,284.78
San Joaquin,2012,491.98
San Joaquin,2012,167.87
San Joaquin,2012,263.87
San Joaquin,2012,40.39
San Joaquin,2012,104.25
San Joaquin,2012,23.0
San Joaquin,2012,31.82
San Joaquin,2012,50.94
San Joaquin,2012,114.09
San Joaquin,2012,40.31
San Joaquin,2012,68.18
San Joaquin,2012,212.77
San Joaquin,2012,54.74
San Joaquin,2012,85.85
San Joaquin,2012,87.18
San Joaquin,2012,145.77
San Joaquin,2012,46.21
San Joaquin,2012,76.24
San Joaquin,2013,323.62
San Joaquin,2013,518.94
San Joaquin,2013,183.45
San Joaquin,2013,338.95
San Joaquin,2013,60.72
San Joaquin,2013,97.32
San Joaquin,2013,32.0
San Joaquin,2013,41.46
San Joaquin,2013,58.05
San Joaquin,2013,138.83
San Joaquin,2013,48.43
San Joaquin,2013,68.03
San Joaquin,2013,146.12
San Joaquin,2013,69.98
San Joaquin,2013,77.82
San Joaquin,2013,91.45
San Joaquin,2013,135.37
San Joaquin,2013,51.35
San Joaquin,2013,70.38
San Joaquin,2014,308.64
San Joaquin,2014,505.0
San Joaquin,2014,195.8
San Joaquin,2014,342.33
San Joaquin,2014,81.78
San Joaquin,2014,26.37
San Joaquin,2014,33.41
San Joaquin,2014,62.46
San Joaquin,2014,136.69
San Joaquin,2014,51.7
San Joaquin,2014,93.14
San Joaquin,2014,114.56
San Joaquin,2014,145.75
San Joaquin,2014,72.66
San Joaquin,2014,125.97
San Joaquin,2014,80.57
San Joaquin,2014,114.4
San Joaquin,2014,54.2
San Joaquin,2014,66.8
San Luis Obispo,2005,54.3
San Luis Obispo,2005,21.18
San Luis Obispo,2005,63.94
San Luis Obispo,2005,104.11
San Luis Obispo,2005,50.4
San Luis Obispo,2005,58.95
San Luis Obispo,2006,71.22
San Luis Obispo,2006,22.05
San Luis Obispo,2006,30.79
San Luis Obispo,2006,61.65
San Luis Obispo,2006,86.8
San Luis Obispo,2006,49.51
San Luis Obispo,2006,49.77
San Luis Obispo,2007,72.7
San Luis Obispo,2007,27.84
San Luis Obispo,2007,44.07
San Luis Obispo,2007,35.08
San Luis Obispo,2007,112.15
San Luis Obispo,2007,48.9
San Luis Obispo,2007,44.99
San Luis Obispo,2008,69.71
San Luis Obispo,2008,39.33
San Luis Obispo,2008,49.14
San Luis Obispo,2008,130.86
San Luis Obispo,2008,42.33
San Luis Obispo,2008,47.92
San Luis Obispo,2009,77.25
San Luis Obispo,2009,21.46
San Luis Obispo,2009,44.9
San Luis Obispo,2009,39.29
San Luis Obispo,2009,65.04
San Luis Obispo,2009,40.72
San Luis Obispo,2009,53.14
San Luis Obispo,2010,98.6
San Luis Obispo,2010,31.52
San Luis Obispo,2010,59.38
San Luis Obispo,2010,69.34
San Luis Obispo,2010,103.51
San Luis Obispo,2010,44.59
San Luis Obispo,2010,50.66
San Luis Obispo,2011,81.05
San Luis Obispo,2011,32.69
San Luis Obispo,2011,52.38
San Luis Obispo,2011,57.92
San Luis Obispo,2011,116.5
San Luis Obispo,2011,35.89
San Luis Obispo,2011,49.19
San Luis Obispo,2012,91.05
San Luis Obispo,2012,49.75
San Luis Obispo,2012,52.8
San Luis Obispo,2012,35.1
San Luis Obispo,2012,100.95
San Luis Obispo,2012,44.59
San Luis Obispo,2012,54.05
San Luis Obispo,2013,84.21
San Luis Obispo,2013,51.71
San Luis Obispo,2013,42.1
San Luis Obispo,2013,46.07
San Luis Obispo,2013,35.69
San Luis Obispo,2013,65.09
San Luis Obispo,2013,29.29
San Luis Obispo,2013,47.51
San Luis Obispo,2014,68.38
San Luis Obispo,2014,51.59
San Luis Obispo,2014,49.07
San Luis Obispo,2014,52.64
