LGHC Indicator Name,Geography,Year,Age Group,Strata,Strata Name,Numerator,Rate,LGHC Indicator ID,LGHC Target Rate
Asthma ED Visit Rates,Tehama,2014,Under 18,Race-Ethnicity,Hispanic,35,65.6,7,28
Asthma ED Visit Rates,Tulare,2014,Under 18,Race-Ethnicity,Hispanic,672,62.5,7,28
Asthma ED Visit Rates,Tuolumne,2014,Under 18,Race-Ethnicity,Hispanic,11,,7,28
Asthma ED Visit Rates,Ventura,2014,Under 18,Race-Ethnicity,Hispanic,771,66.9,7,28
Asthma ED Visit Rates,Yolo,2014,Under 18,Race-Ethnicity,Hispanic,141,72.4,7,28
Asthma ED Visit Rates,Yuba,2014,Under 18,Race-Ethnicity,Hispanic,25,34.4,7,28
Asthma ED Visit Rates,Alameda,2014,Under 18,Race-Ethnicity,White,306,38.3,7,28
Asthma ED Visit Rates,Amador,2014,Under 18,Race-Ethnicity,White,39,98.3,7,28
Asthma ED Visit Rates,Butte,2014,Under 18,Race-Ethnicity,White,193,72.1,7,28
Asthma ED Visit Rates,Calaveras,2014,Under 18,Race-Ethnicity,White,56,99.4,7,28
Asthma ED Visit Rates,California,2014,Under 18,Race-Ethnicity,White,13872,56.5,7,28
Asthma ED Visit Rates,Colusa,2014,Under 18,Race-Ethnicity,White,11,,7,28
Asthma ED Visit Rates,Contra Costa,2014,Under 18,Race-Ethnicity,White,359,41.9,7,28
Asthma ED Visit Rates,Del Norte,2014,Under 18,Race-Ethnicity,White,34,112.9,7,28
Asthma ED Visit Rates,El Dorado,2014,Under 18,Race-Ethnicity,White,114,45.9,7,28
Asthma ED Visit Rates,Fresno,2014,Under 18,Race-Ethnicity,White,758,137.3,7,28
Asthma ED Visit Rates,Glenn,2014,Under 18,Race-Ethnicity,White,20,66.9,7,28
Asthma ED Visit Rates,Humboldt,2014,Under 18,Race-Ethnicity,White,108,67.8,7,28
Asthma ED Visit Rates,Imperial,2014,Under 18,Race-Ethnicity,White,58,136.4,7,28
Asthma ED Visit Rates,Inyo,2014,Under 18,Race-Ethnicity,White,13,82.8,7,28
Asthma ED Visit Rates,Kern,2014,Under 18,Race-Ethnicity,White,597,86.2,7,28
Asthma ED Visit Rates,Kings,2014,Under 18,Race-Ethnicity,White,168,156.7,7,28
Asthma ED Visit Rates,Lake,2014,Under 18,Race-Ethnicity,White,74,101.5,7,28
Asthma ED Visit Rates,Lassen,2014,Under 18,Race-Ethnicity,White,31,75,7,28
Asthma ED Visit Rates,Los Angeles,2014,Under 18,Race-Ethnicity,White,1901,49,7,28
Asthma ED Visit Rates,Madera,2014,Under 18,Race-Ethnicity,White,101,113.8,7,28
Asthma ED Visit Rates,Marin,2014,Under 18,Race-Ethnicity,White,92,30.2,7,28
Asthma ED Visit Rates,Mariposa,2014,Under 18,Race-Ethnicity,White,6,,7,28
Asthma ED Visit Rates,Mendocino,2014,Under 18,Race-Ethnicity,White,57,63.2,7,28
Asthma ED Visit Rates,Merced,2014,Under 18,Race-Ethnicity,White,217,121.9,7,28
Asthma ED Visit Rates,Modoc,2014,Under 18,Race-Ethnicity,White,10,,7,28
Asthma ED Visit Rates,Mono,2014,Under 18,Race-Ethnicity,White,5,,7,28
Asthma ED Visit Rates,Monterey,2014,Under 18,Race-Ethnicity,White,84,47.6,7,28
Asthma ED Visit Rates,Napa,2014,Under 18,Race-Ethnicity,White,65,59,7,28
Asthma ED Visit Rates,Nevada,2014,Under 18,Race-Ethnicity,White,49,39.8,7,28
Asthma ED Visit Rates,Orange,2014,Under 18,Race-Ethnicity,White,1086,51.6,7,28
Asthma ED Visit Rates,Placer,2014,Under 18,Race-Ethnicity,White,230,44.7,7,28
Asthma ED Visit Rates,Plumas,2014,Under 18,Race-Ethnicity,White,17,72.4,7,28
Asthma ED Visit Rates,Riverside,2014,Under 18,Race-Ethnicity,White,939,59.6,7,28
Asthma ED Visit Rates,Sacramento,2014,Under 18,Race-Ethnicity,White,807,63.6,7,28
Asthma ED Visit Rates,San Benito,2014,Under 18,Race-Ethnicity,White,25,87.4,7,28
Asthma ED Visit Rates,San Bernardino,2014,Under 18,Race-Ethnicity,White,1000,77.3,7,28
Asthma ED Visit Rates,San Diego,2014,Under 18,Race-Ethnicity,White,922,36.9,7,28
Asthma ED Visit Rates,San Francisco,2014,Under 18,Race-Ethnicity,White,150,35,7,28
Asthma ED Visit Rates,San Joaquin,2014,Under 18,Race-Ethnicity,White,318,71.1,7,28
Asthma ED Visit Rates,San Luis Obispo,2014,Under 18,Race-Ethnicity,White,141,52.5,7,28
Asthma ED Visit Rates,San Mateo,2014,Under 18,Race-Ethnicity,White,188,35.6,7,28
Asthma ED Visit Rates,Santa Barbara,2014,Under 18,Race-Ethnicity,White,144,54.2,7,28
Asthma ED Visit Rates,Santa Clara,2014,Under 18,Race-Ethnicity,White,298,29.5,7,28
Asthma ED Visit Rates,Santa Cruz,2014,Under 18,Race-Ethnicity,White,81,38.1,7,28
Asthma ED Visit Rates,Shasta,2014,Under 18,Race-Ethnicity,White,237,87.7,7,28
Asthma ED Visit Rates,Siskiyou,2014,Under 18,Race-Ethnicity,White,30,52.8,7,28
Asthma ED Visit Rates,Solano,2014,Under 18,Race-Ethnicity,White,242,87.1,7,28
Asthma ED Visit Rates,Sonoma,2014,Under 18,Race-Ethnicity,White,242,50,7,28
Asthma ED Visit Rates,Stanislaus,2014,Under 18,Race-Ethnicity,White,454,94.3,7,28
Asthma ED Visit Rates,Sutter,2014,Under 18,Race-Ethnicity,White,38,39.4,7,28
Asthma ED Visit Rates,Tehama,2014,Under 18,Race-Ethnicity,White,73,85.4,7,28
Asthma ED Visit Rates,Trinity,2014,Under 18,Race-Ethnicity,White,14,89.4,7,28
Asthma ED Visit Rates,Tulare,2014,Under 18,Race-Ethnicity,White,136,45.6,7,28
Asthma ED Visit Rates,Tuolumne,2014,Under 18,Race-Ethnicity,White,53,80.8,7,28
Asthma ED Visit Rates,Ventura,2014,Under 18,Race-Ethnicity,White,350,53.7,7,28
Asthma ED Visit Rates,Yolo,2014,Under 18,Race-Ethnicity,White,76,47.3,7,28
Asthma ED Visit Rates,Yuba,2014,Under 18,Race-Ethnicity,White,54,54.4,7,28
Asthma ED Visit Rates,Alameda,2014,Under 18,Sex,Female,1318,77.6,7,28
Asthma ED Visit Rates,Amador,2014,Under 18,Sex,Female,20,70.2,7,28
Asthma ED Visit Rates,Butte,2014,Under 18,Sex,Female,121,54.9,7,28
Asthma ED Visit Rates,Calaveras,2014,Under 18,Sex,Female,26,69.4,7,28
Asthma ED Visit Rates,California,2014,Under 18,Sex,Female,27005,60.7,7,28
Asthma ED Visit Rates,Colusa,2014,Under 18,Sex,Female,12,40.2,7,28
Asthma ED Visit Rates,Contra Costa,2014,Under 18,Sex,Female,939,77.4,7,28
Asthma ED Visit Rates,Del Norte,2014,Under 18,Sex,Female,21,78.6,7,28
Asthma ED Visit Rates,El Dorado,2014,Under 18,Sex,Female,90,48,7,28
Asthma ED Visit Rates,Fresno,2014,Under 18,Sex,Female,1664,121,7,28
Asthma ED Visit Rates,Glenn,2014,Under 18,Sex,Female,16,44,7,28
Asthma ED Visit Rates,Humboldt,2014,Under 18,Sex,Female,67,52.9,7,28
Asthma ED Visit Rates,Imperial,2014,Under 18,Sex,Female,260,103.7,7,28
Asthma ED Visit Rates,Inyo,2014,Under 18,Sex,Female,10,,7,28
Asthma ED Visit Rates,Kern,2014,Under 18,Sex,Female,959,76.6,7,28
Asthma ED Visit Rates,Kings,2014,Under 18,Sex,Female,184,90.3,7,28
Asthma ED Visit Rates,Lake,2014,Under 18,Sex,Female,39,63.8,7,28
Asthma ED Visit Rates,Lassen,2014,Under 18,Sex,Female,14,49.3,7,28
Asthma ED Visit Rates,Los Angeles,2014,Under 18,Sex,Female,7415,65.8,7,28
Asthma ED Visit Rates,Madera,2014,Under 18,Sex,Female,231,110.4,7,28
Asthma ED Visit Rates,Marin,2014,Under 18,Sex,Female,85,33.9,7,28
Asthma ED Visit Rates,Mariposa,2014,Under 18,Sex,Female,54,59.4,7,28
Asthma ED Visit Rates,Mendocino,2014,Under 18,Sex,Female,344,90.2,7,28
Asthma ED Visit Rates,Merced,2014,Under 18,Sex,Female,8,,7,28
Asthma ED Visit Rates,Mono,2014,Under 18,Sex,Female,6,,7,28
Asthma ED Visit Rates,Monterey,2014,Under 18,Sex,Female,361,65.2,7,28
Asthma ED Visit Rates,Napa,2014,Under 18,Sex,Female,76,51,7,28
Asthma ED Visit Rates,Nevada,2014,Under 18,Sex,Female,29,35.4,7,28
Asthma ED Visit Rates,Orange,2014,Under 18,Sex,Female,1454,42,7,28
Asthma ED Visit Rates,Placer,2014,Under 18,Sex,Female,137,33.5,7,28
Asthma ED Visit Rates,Plumas,2014,Under 18,Sex,Female,9,,7,28
Asthma ED Visit Rates,Riverside,2014,Under 18,Sex,Female,1432,48.5,7,28
Asthma ED Visit Rates,Sacramento,2014,Under 18,Sex,Female,1182,67.6,7,28
Asthma ED Visit Rates,San Benito,2014,Under 18,Sex,Female,47,63.4,7,28
Asthma ED Visit Rates,San Bernardino,2014,Under 18,Sex,Female,1851,66.5,7,28
Asthma ED Visit Rates,San Diego,2014,Under 18,Sex,Female,1653,46.3,7,28
Asthma ED Visit Rates,San Francisco,2014,Under 18,Sex,Female,343,56.8,7,28
Asthma ED Visit Rates,San Joaquin,2014,Under 18,Sex,Female,638,67,7,28
Asthma ED Visit Rates,San Luis Obispo,2014,Under 18,Sex,Female,105,43.3,7,28
Asthma ED Visit Rates,San Mateo,2014,Under 18,Sex,Female,344,42.9,7,28
Asthma ED Visit Rates,Santa Barbara,2014,Under 18,Sex,Female,275,57.8,7,28
Asthma ED Visit Rates,Santa Clara,2014,Under 18,Sex,Female,651,30.3,7,28
Asthma ED Visit Rates,Santa Cruz,2014,Under 18,Sex,Female,140,51.8,7,28
Asthma ED Visit Rates,Shasta,2014,Under 18,Sex,Female,126,68.1,7,28
Asthma ED Visit Rates,Siskiyou,2014,Under 18,Sex,Female,20,47.6,7,28
Asthma ED Visit Rates,Solano,2014,Under 18,Sex,Female,401,86,7,28
Asthma ED Visit Rates,Sonoma,2014,Under 18,Sex,Female,205,40.6,7,28
Asthma ED Visit Rates,Stanislaus,2014,Under 18,Sex,Female,485,69.3,7,28
Asthma ED Visit Rates,Sutter,2014,Under 18,Sex,Female,39,31.6,7,28
Asthma ED Visit Rates,Tehama,2014,Under 18,Sex,Female,42,57.4,7,28
Asthma ED Visit Rates,Tulare,2014,Under 18,Sex,Female,367,51.9,7,28
Asthma ED Visit Rates,Tuolumne,2014,Under 18,Sex,Female,37,84.8,7,28
Asthma ED Visit Rates,Ventura,2014,Under 18,Sex,Female,499,50.3,7,28
Asthma ED Visit Rates,Yolo,2014,Under 18,Sex,Female,113,52.2,7,28
Asthma ED Visit Rates,Yuba,2014,Under 18,Sex,Female,29,29.3,7,28
Asthma ED Visit Rates,Alameda,2014,Under 18,Sex,Male,2272,124.2,7,28
Asthma ED Visit Rates,Amador,2014,Under 18,Sex,Male,26,89.2,7,28
Asthma ED Visit Rates,Butte,2014,Under 18,Sex,Male,177,77.4,7,28
Asthma ED Visit Rates,Calaveras,2014,Under 18,Sex,Male,40,103.2,7,28
Asthma ED Visit Rates,California,2014,Under 18,Sex,Male,46876,99.5,7,28
Asthma ED Visit Rates,Colusa,2014,Under 18,Sex,Male,27,84.5,7,28
Asthma ED Visit Rates,Contra Costa,2014,Under 18,Sex,Male,1432,113.7,7,28
Asthma ED Visit Rates,Del Norte,2014,Under 18,Sex,Male,25,86.5,7,28
Asthma ED Visit Rates,El Dorado,2014,Under 18,Sex,Male,111,59.7,7,28
Asthma ED Visit Rates,Fresno,2014,Under 18,Sex,Male,2704,186.1,7,28
Asthma ED Visit Rates,Glenn,2014,Under 18,Sex,Male,25,63.1,7,28
Asthma ED Visit Rates,Humboldt,2014,Under 18,Sex,Male,94,70.2,7,28
Asthma ED Visit Rates,Imperial,2014,Under 18,Sex,Male,511,193.4,7,28
Asthma ED Visit Rates,Inyo,2014,Under 18,Sex,Male,24,127.8,7,28
Asthma ED Visit Rates,Kern,2014,Under 18,Sex,Male,1590,119.6,7,28
Asthma ED Visit Rates,Kings,2014,Under 18,Sex,Male,403,184.5,7,28
Asthma ED Visit Rates,Lake,2014,Under 18,Sex,Male,75,112.9,7,28
Asthma ED Visit Rates,Lassen,2014,Under 18,Sex,Male,23,79.5,7,28
Asthma ED Visit Rates,Los Angeles,2014,Under 18,Sex,Male,13352,112.3,7,28
Asthma ED Visit Rates,Madera,2014,Under 18,Sex,Male,371,165.8,7,28
Asthma ED Visit Rates,Marin,2014,Under 18,Sex,Male,134,52.1,7,28
Asthma ED Visit Rates,Mariposa,2014,Under 18,Sex,Male,87,89.7,7,28
Asthma ED Visit Rates,Mendocino,2014,Under 18,Sex,Male,704,172.5,7,28
Asthma ED Visit Rates,Merced,2014,Under 18,Sex,Male,7,,7,28
Asthma ED Visit Rates,Modoc,2014,Under 18,Sex,Male,5,,7,28
Asthma ED Visit Rates,Monterey,2014,Under 18,Sex,Male,570,95.7,7,28
Asthma ED Visit Rates,Napa,2014,Under 18,Sex,Male,120,77.2,7,28
Asthma ED Visit Rates,Nevada,2014,Under 18,Sex,Male,37,42.6,7,28
Asthma ED Visit Rates,Orange,2014,Under 18,Sex,Male,2590,70.5,7,28
Asthma ED Visit Rates,Placer,2014,Under 18,Sex,Male,193,46.6,7,28
Asthma ED Visit Rates,Plumas,2014,Under 18,Sex,Male,14,83.9,7,28
Asthma ED Visit Rates,Riverside,2014,Under 18,Sex,Male,2515,81.7,7,28
Asthma ED Visit Rates,Sacramento,2014,Under 18,Sex,Male,2057,110.3,7,28
Asthma ED Visit Rates,San Benito,2014,Under 18,Sex,Male,70,90.8,7,28
Asthma ED Visit Rates,San Bernardino,2014,Under 18,Sex,Male,3320,112.9,7,28
Asthma ED Visit Rates,San Diego,2014,Under 18,Sex,Male,2918,76.2,7,28
Asthma ED Visit Rates,San Francisco,2014,Under 18,Sex,Male,517,79,7,28
Asthma ED Visit Rates,San Joaquin,2014,Under 18,Sex,Male,1143,113.5,7,28
Asthma ED Visit Rates,San Luis Obispo,2014,Under 18,Sex,Male,166,65.6,7,28
Asthma ED Visit Rates,San Mateo,2014,Under 18,Sex,Male,523,60.3,7,28
Asthma ED Visit Rates,Santa Barbara,2014,Under 18,Sex,Male,398,79.2,7,28
Asthma ED Visit Rates,Santa Clara,2014,Under 18,Sex,Male,1202,52.1,7,28
Asthma ED Visit Rates,Santa Cruz,2014,Under 18,Sex,Male,235,81.2,7,28
Asthma ED Visit Rates,Shasta,2014,Under 18,Sex,Male,186,93.5,7,28
Asthma ED Visit Rates,Siskiyou,2014,Under 18,Sex,Male,26,57.6,7,28
Asthma ED Visit Rates,Solano,2014,Under 18,Sex,Male,694,139.6,7,28
Asthma ED Visit Rates,Sonoma,2014,Under 18,Sex,Male,367,68.8,7,28
Asthma ED Visit Rates,Stanislaus,2014,Under 18,Sex,Male,874,118,7,28
Asthma ED Visit Rates,Sutter,2014,Under 18,Sex,Male,86,66.2,7,28
Asthma ED Visit Rates,Tehama,2014,Under 18,Sex,Male,71,92.9,7,28
Asthma ED Visit Rates,Tulare,2014,Under 18,Sex,Male,759,101,7,28
Asthma ED Visit Rates,Tuolumne,2014,Under 18,Sex,Male,31,68.9,7,28
Asthma ED Visit Rates,Ventura,2014,Under 18,Sex,Male,751,72.2,7,28
Asthma ED Visit Rates,Yolo,2014,Under 18,Sex,Male,155,70.7,7,28
Asthma ED Visit Rates,Yuba,2014,Under 18,Sex,Male,56,50.7,7,28
Asthma ED Visit Rates,Alameda,2013,Under 18,Total Population,Under 18,3269,92.6,7,28
Asthma ED Visit Rates,Amador,2013,Under 18,Total Population,Under 18,52,91.9,7,28
Asthma ED Visit Rates,Butte,2013,Under 18,Total Population,Under 18,275,61.5,7,28
Asthma ED Visit Rates,Calaveras,2013,Under 18,Total Population,Under 18,60,78.7,7,28
Asthma ED Visit Rates,California,2013,Under 18,Total Population,Under 18,70842,77.3,7,28
Asthma ED Visit Rates,Colusa,2013,Under 18,Total Population,Under 18,38,62.5,7,28
Asthma ED Visit Rates,Contra Costa,2013,Under 18,Total Population,Under 18,2251,91.5,7,28
Asthma ED Visit Rates,Del Norte,2013,Under 18,Total Population,Under 18,48,85.1,7,28
Asthma ED Visit Rates,El Dorado,2013,Under 18,Total Population,Under 18,135,37.7,7,28
Asthma ED Visit Rates,Fresno,2013,Under 18,Total Population,Under 18,3814,134.4,7,28
Asthma ED Visit Rates,Glenn,2013,Under 18,Total Population,Under 18,33,43.5,7,28
Asthma ED Visit Rates,Humboldt,2013,Under 18,Total Population,Under 18,205,79.3,7,28
Asthma ED Visit Rates,Imperial,2013,Under 18,Total Population,Under 18,709,136.3,7,28
Asthma ED Visit Rates,Inyo,2013,Under 18,Total Population,Under 18,30,82.5,7,28
Asthma ED Visit Rates,Kern,2013,Under 18,Total Population,Under 18,2394,92.3,7,28
Asthma ED Visit Rates,Kings,2013,Under 18,Total Population,Under 18,558,131.9,7,28
Asthma ED Visit Rates,Lake,2013,Under 18,Total Population,Under 18,96,75.1,7,28
Asthma ED Visit Rates,Lassen,2013,Under 18,Total Population,Under 18,37,67.3,7,28
Asthma ED Visit Rates,Los Angeles,2013,Under 18,Total Population,Under 18,20386,87.9,7,28
Asthma ED Visit Rates,Madera,2013,Under 18,Total Population,Under 18,492,113.3,7,28
Asthma ED Visit Rates,Marin,2013,Under 18,Total Population,Under 18,183,36.4,7,28
Asthma ED Visit Rates,Mariposa,2013,Under 18,Total Population,Under 18,18,61.9,7,28
Asthma ED Visit Rates,Mendocino,2013,Under 18,Total Population,Under 18,104,55.2,7,28
Asthma ED Visit Rates,Merced,2013,Under 18,Total Population,Under 18,965,122.1,7,28
Asthma ED Visit Rates,Modoc,2013,Under 18,Total Population,Under 18,10,51.5,7,28
Asthma ED Visit Rates,Mono,2013,Under 18,Total Population,Under 18,9,29.5,7,28
Asthma ED Visit Rates,Monterey,2013,Under 18,Total Population,Under 18,989,85.6,7,28
Asthma ED Visit Rates,Napa,2013,Under 18,Total Population,Under 18,161,53.2,7,28
Asthma ED Visit Rates,Nevada,2013,Under 18,Total Population,Under 18,61,37.7,7,28
Asthma ED Visit Rates,Orange,2013,Under 18,Total Population,Under 18,3901,54.6,7,28
Asthma ED Visit Rates,Placer,2013,Under 18,Total Population,Under 18,332,40.9,7,28
Asthma ED Visit Rates,Plumas,2013,Under 18,Total Population,Under 18,29,89.3,7,28
Asthma ED Visit Rates,Riverside,2013,Under 18,Total Population,Under 18,3824,63.7,7,28
Asthma ED Visit Rates,Sacramento,2013,Under 18,Total Population,Under 18,3035,84,7,28
Asthma ED Visit Rates,San Benito,2013,Under 18,Total Population,Under 18,117,77.8,7,28
Asthma ED Visit Rates,San Bernardino,2013,Under 18,Total Population,Under 18,5278,92.3,7,28
Asthma ED Visit Rates,San Diego,2013,Under 18,Total Population,Under 18,4816,65,7,28
Asthma ED Visit Rates,San Francisco,2013,Under 18,Total Population,Under 18,810,62.3,7,28
Asthma ED Visit Rates,San Joaquin,2013,Under 18,Total Population,Under 18,1691,86.4,7,28
Asthma ED Visit Rates,San Luis Obispo,2013,Under 18,Total Population,Under 18,229,46.4,7,28
Asthma ED Visit Rates,San Mateo,2013,Under 18,Total Population,Under 18,770,46.1,7,28
Asthma ED Visit Rates,Santa Barbara,2013,Under 18,Total Population,Under 18,664,67.6,7,28
Asthma ED Visit Rates,Santa Clara,2013,Under 18,Total Population,Under 18,1806,40.5,7,28
Asthma ED Visit Rates,Santa Cruz,2013,Under 18,Total Population,Under 18,386,68.7,7,28
Asthma ED Visit Rates,Shasta,2013,Under 18,Total Population,Under 18,281,73.4,7,28
Asthma ED Visit Rates,Siskiyou,2013,Under 18,Total Population,Under 18,44,50.9,7,28
Asthma ED Visit Rates,Solano,2013,Under 18,Total Population,Under 18,966,100.5,7,28
Asthma ED Visit Rates,Sonoma,2013,Under 18,Total Population,Under 18,560,54.2,7,28
Asthma ED Visit Rates,Stanislaus,2013,Under 18,Total Population,Under 18,1154,80.3,7,28
Asthma ED Visit Rates,Sutter,2013,Under 18,Total Population,Under 18,77,30.3,7,28
Asthma ED Visit Rates,Tehama,2013,Under 18,Total Population,Under 18,86,57.1,7,28
Asthma ED Visit Rates,Trinity,2013,Under 18,Total Population,Under 18,5,,7,28
Asthma ED Visit Rates,Tulare,2013,Under 18,Total Population,Under 18,1097,75,7,28
Asthma ED Visit Rates,Tuolumne,2013,Under 18,Total Population,Under 18,72,80.8,7,28
Asthma ED Visit Rates,Ventura,2013,Under 18,Total Population,Under 18,1082,53.3,7,28
Asthma ED Visit Rates,Yolo,2013,Under 18,Total Population,Under 18,249,57.2,7,28
Asthma ED Visit Rates,Yuba,2013,Under 18,Total Population,Under 18,97,46.7,7,28
Asthma ED Visit Rates,Alameda,2013,Under 18,Race-Ethnicity,African-American,1089,276.1,7,28
Asthma ED Visit Rates,Butte,2013,Under 18,Race-Ethnicity,African-American,19,308.9,7,28
Asthma ED Visit Rates,California,2013,Under 18,Race-Ethnicity,African-American,12709,261.5,7,28
Asthma ED Visit Rates,Contra Costa,2013,Under 18,Race-Ethnicity,African-American,659,303.8,7,28
Asthma ED Visit Rates,Fresno,2013,Under 18,Race-Ethnicity,African-American,362,266.7,7,28
Asthma ED Visit Rates,Humboldt,2013,Under 18,Race-Ethnicity,African-American,10,,7,28
Asthma ED Visit Rates,Imperial,2013,Under 18,Race-Ethnicity,African-American,16,281.4,7,28
Asthma ED Visit Rates,Kern,2013,Under 18,Race-Ethnicity,African-American,476,360.7,7,28
Asthma ED Visit Rates,Kings,2013,Under 18,Race-Ethnicity,African-American,53,303.7,7,28
Asthma ED Visit Rates,Lake,2013,Under 18,Race-Ethnicity,African-American,8,,7,28
Asthma ED Visit Rates,Los Angeles,2013,Under 18,Race-Ethnicity,African-American,4380,265.3,7,28
Asthma ED Visit Rates,Madera,2013,Under 18,Race-Ethnicity,African-American,32,455.7,7,28
Asthma ED Visit Rates,Marin,2013,Under 18,Race-Ethnicity,African-American,18,186,7,28
Asthma ED Visit Rates,Merced,2013,Under 18,Race-Ethnicity,African-American,79,452.4,7,28
Asthma ED Visit Rates,Monterey,2013,Under 18,Race-Ethnicity,African-American,39,284.9,7,28
Asthma ED Visit Rates,Napa,2013,Under 18,Race-Ethnicity,African-American,8,,7,28
Asthma ED Visit Rates,Orange,2013,Under 18,Race-Ethnicity,African-American,170,173.8,7,28
Asthma ED Visit Rates,Placer,2013,Under 18,Race-Ethnicity,African-American,15,170.8,7,28
Asthma ED Visit Rates,Riverside,2013,Under 18,Race-Ethnicity,African-American,737,220,7,28
Asthma ED Visit Rates,Sacramento,2013,Under 18,Race-Ethnicity,African-American,1044,274.8,7,28
Asthma ED Visit Rates,San Bernardino,2013,Under 18,Race-Ethnicity,African-American,1403,295.8,7,28
Asthma ED Visit Rates,San Diego,2013,Under 18,Race-Ethnicity,African-American,566,172.1,7,28
Asthma ED Visit Rates,San Francisco,2013,Under 18,Race-Ethnicity,African-American,173,236,7,28
Asthma ED Visit Rates,San Joaquin,2013,Under 18,Race-Ethnicity,African-American,440,304.1,7,28
Asthma ED Visit Rates,San Luis Obispo,2013,Under 18,Race-Ethnicity,African-American,8,,7,28
Asthma ED Visit Rates,San Mateo,2013,Under 18,Race-Ethnicity,African-American,46,131,7,28
Asthma ED Visit Rates,Santa Barbara,2013,Under 18,Race-Ethnicity,African-American,29,252.5,7,28
Asthma ED Visit Rates,Santa Clara,2013,Under 18,Race-Ethnicity,African-American,118,123.5,7,28
Asthma ED Visit Rates,Shasta,2013,Under 18,Race-Ethnicity,African-American,18,478.5,7,28
Asthma ED Visit Rates,Solano,2013,Under 18,Race-Ethnicity,African-American,376,319.5,7,28
Asthma ED Visit Rates,Sonoma,2013,Under 18,Race-Ethnicity,African-American,33,196.2,7,28
Asthma ED Visit Rates,Stanislaus,2013,Under 18,Race-Ethnicity,African-American,150,475.4,7,28
Asthma ED Visit Rates,Tulare,2013,Under 18,Race-Ethnicity,African-American,33,253,7,28
Asthma ED Visit Rates,Ventura,2013,Under 18,Race-Ethnicity,African-American,53,227.4,7,28
Asthma ED Visit Rates,Yolo,2013,Under 18,Race-Ethnicity,African-American,14,122.2,7,28
Asthma ED Visit Rates,Alameda,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,7,,7,28
Asthma ED Visit Rates,California,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,176,48.6,7,28
Asthma ED Visit Rates,Contra Costa,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,9,,7,28
Asthma ED Visit Rates,Fresno,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,Humboldt,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,12,55.4,7,28
Asthma ED Visit Rates,Inyo,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,9,,7,28
Asthma ED Visit Rates,Lake,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,Los Angeles,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,19,54.7,7,28
Asthma ED Visit Rates,Mendocino,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,12,126,7,28
Asthma ED Visit Rates,Orange,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,Riverside,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,8,,7,28
Asthma ED Visit Rates,Sacramento,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,9,,7,28
Asthma ED Visit Rates,San Bernardino,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,7,,7,28
Asthma ED Visit Rates,San Diego,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,11,,7,28
Asthma ED Visit Rates,San Francisco,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,Santa Clara,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,Solano,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,Tulare,2013,Under 18,Race-Ethnicity,American Indian/Alaskan Native,11,,7,28
Asthma ED Visit Rates,Alameda,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,313,34,7,28
Asthma ED Visit Rates,California,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,2907,28.7,7,28
Asthma ED Visit Rates,Contra Costa,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,131,39.5,7,28
Asthma ED Visit Rates,Fresno,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,121,44.4,7,28
Asthma ED Visit Rates,Kern,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,26,35.6,7,28
Asthma ED Visit Rates,Los Angeles,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,621,27.1,7,28
Asthma ED Visit Rates,Marin,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,7,,7,28
Asthma ED Visit Rates,Merced,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,13,29.2,7,28
Asthma ED Visit Rates,Monterey,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,7,,7,28
Asthma ED Visit Rates,Napa,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,10,,7,28
Asthma ED Visit Rates,Orange,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,267,23.6,7,28
Asthma ED Visit Rates,Placer,2013,Under 18,Race-Ethnicity,Asian/Pacific Islander,21,35.4,7,28
